"dist_num","mean","median","p75","p90","p95","p975","p99"
"1003",0.0402636795985139,0.0223049574328716,0.0586459284435148,0.105057680500272,0.139601852912198,0.161378977324597,0.197299878183795
"1004",0.0576693279691028,0.0456345989465528,0.0890781936107064,0.124456850548114,0.146731535567157,0.171118838533445,0.18639753588085
"1005",0.0599805738355664,0.0475158174922804,0.0909312102738523,0.128620981084497,0.154474253094116,0.179789465910754,0.195415501870194
"1006",0.0465145486717029,0.0304676084934323,0.0682474632482792,0.111746290911087,0.145452763010723,0.173741137272181,0.194733863010031
"1007",0.0447068116422665,0.0289135258924685,0.0656150615964393,0.109673707190862,0.142131621938096,0.162062987752962,0.190649020426361
"1101",0.0716023215932164,0.0657741258073803,0.107847797355324,0.142548118546003,0.157387661447662,0.171656727828711,0.181896143272769
"1102",0.063204701339944,0.0551658128039305,0.0983664596353721,0.132680358853042,0.153526329803043,0.164485749105591,0.183395309678224
"1103",0.0731490954014212,0.0680493985876878,0.111130337444201,0.14275897627537,0.159263997620928,0.169572075547156,0.178728111019313
"1104",0.0541250875790465,0.038904115248508,0.0822687580305044,0.129100589769601,0.156841661255918,0.177951850350996,0.205849023653625
"1105",0.0461609897177471,0.0278975202740237,0.0657138609003898,0.120989052763745,0.154524847700387,0.187368667331052,0.217755703615556
"1106",0.069956541789046,0.0632309096763669,0.105701100448048,0.13911579461036,0.158756641836514,0.173984158139804,0.18464018119948
"1107",0.0573880976127849,0.04517012474059,0.0864255354135831,0.128225469226372,0.15202586835173,0.173310472086201,0.194626485054932
"1108",0.0583321338325952,0.0460324206314618,0.0864163523388695,0.129283058518138,0.152449063863359,0.178164043496212,0.200727113154319
"1109",0.0745982603660912,0.0694847521025629,0.113264377437105,0.144701614676904,0.160682161787887,0.173719988504438,0.181666382431207
"1110",0.0623195674278815,0.0524547445745302,0.0976657658817467,0.134187991723413,0.15531707870453,0.167827698988828,0.184356769212926
"1200",0.0545527069046043,0.0383677084375484,0.0819175648715996,0.132469918158885,0.16445009999078,0.180906977743108,0.212102894292805
"1301",0.0410724931332145,0.0301130092057129,0.0592975053691256,0.0936491978592083,0.117583427397783,0.132648085382379,0.152583108093754
"1302",0.034555967852609,0.0211738967746797,0.0465986670189528,0.0852504332554515,0.113481028810175,0.135166563177448,0.161170176235262
"1303",0.0320669209379241,0.0163202478090873,0.0428438885247663,0.0862394372303391,0.119515771017097,0.14326577397288,0.166701847321327
"1304",0.030964231963737,0.0157768355554014,0.042080330874913,0.0823960272497601,0.111829281276207,0.136155896743857,0.162814405068688
"1305",0.0288806694258294,0.0140057487235047,0.0380748047954826,0.07769689232969,0.107697988601174,0.128381509863048,0.162582919130405
"1401",0.0605223145632916,0.0547145779705196,0.0916136029740546,0.121616020954593,0.139613354068433,0.154722915019688,0.166897715328501
"1402",0.0552366774777719,0.0466052708147708,0.0832654529938089,0.119239800014897,0.139122575743974,0.161163427411267,0.173267737115499
"1403",0.0487500275719781,0.0376871759085326,0.0717694269618858,0.110979907799747,0.134694979580092,0.161817985951688,0.175379411036803
"1404",0.0529323327484515,0.043905437054677,0.0802683725142964,0.113531864877965,0.134817346039275,0.151150976880384,0.16384926866156
"1405",0.058340776128394,0.0515274549429013,0.0883203514664499,0.120240529842843,0.139692893869111,0.157639501357674,0.167360268049536
"1406",0.0625881954825808,0.057807416739837,0.0943699731953801,0.123257326117489,0.138974966681534,0.151523464165496,0.162001334099066
"1501",0.0537333566948394,0.0432350758239101,0.0821318991618667,0.119670509210505,0.138474163831628,0.154154987397429,0.172056497895145
"1502",0.0545485187479941,0.043094521875447,0.0845712093489433,0.12111196754199,0.14164783397048,0.157708148811396,0.177872473590456
"1503",0.0488113862479072,0.0354052929924087,0.0741425373380222,0.114227947473637,0.13756029217738,0.160993907933616,0.179409067618197
"1600",0.0439314793139184,0.030713783667386,0.0654892656495949,0.107996294182902,0.128637842579462,0.150317728092643,0.176514789217754
"1721",0.0594174666191768,0.0453381729531495,0.0917070086136875,0.133261116102839,0.160429303661036,0.180119884869569,0.197860263264078
"1722",0.0628547955686563,0.0524874041783632,0.0969744367829755,0.135175959098948,0.155871816421718,0.172107495127834,0.190006901243138
"1723",0.0590173268498683,0.0472694052565523,0.091038629569896,0.134400003381962,0.161279940350393,0.177496481889727,0.199543032269736
"1724",0.0525983261145197,0.0385991438825305,0.079488636362776,0.123604278446126,0.148917630839262,0.170100150845818,0.196022331279132
"1725",0.0379783070808116,0.0198568784654087,0.0559036704264814,0.104542082350618,0.13568889210209,0.16244686939724,0.189502311905479
"1726",0.0508045825947198,0.0361322110271336,0.0772134136757452,0.121821728523744,0.146312434403035,0.176836794351234,0.190836405617655
"1727",0.0537751483062753,0.0395050460675409,0.0824660225146977,0.127451468548247,0.153808085725094,0.174757921738064,0.196659906229381
"1728",0.0660625633742533,0.0578697993887368,0.103546287695869,0.140448946464553,0.157809185172011,0.175559351552058,0.186675376395538
"1841",0.0809903198127612,0.08596303643337,0.125490515927904,0.135587666878293,0.136822025781707,0.137221074526953,0.137325506328586
"1842",0.10335170177689,0.116344016330152,0.149734100623346,0.160865872855983,0.163088501085583,0.163671066091058,0.16378754718962
"1843",0.0303199230006505,0.0161223042940398,0.0420275498074844,0.0831148530267769,0.110286205499077,0.12876914979395,0.156061015502492
"1844",0.0366133491708217,0.0176591290723113,0.0509123087896722,0.103129625862987,0.136015033625806,0.167711343590642,0.195622192979976
"1845",0.0346919488553659,0.0155608372558936,0.0484154232302105,0.0988242846314981,0.13324279034275,0.166080279939181,0.19657481606483
"1846",0.110903220683245,0.126670363616566,0.155408745658153,0.16450678755414,0.166127304747503,0.166606581177006,0.166762840448075
"1847",0.133832553857692,0.151660503856632,0.189224509079591,0.202613320153947,0.204578925567084,0.20489671714459,0.204949858714338
"1848",0.054948300605058,0.0476669002173783,0.0870554269097117,0.11588557686447,0.132544074875209,0.1445222920194,0.156520594889721
"1849",0.0414046028650937,0.0305680981133302,0.0632154751474626,0.0981368830812501,0.118180696521776,0.137978019549709,0.159823860662965
"1850",0.0323141240065915,0.0153397682321958,0.044431339227259,0.0934399948540194,0.123768320716456,0.146239908445593,0.170665363356221
"1851",0.0360841732864952,0.0168422559259455,0.0518571664843726,0.103634234476988,0.14438457651194,0.165631901681798,0.194560801739178
"1901",0.0604106840200686,0.0520160350340985,0.0915444549683416,0.125835580674004,0.147945618901235,0.164618397884536,0.179873257848361
"1902",0.0502585092433519,0.038521989419964,0.0729252968488806,0.120063998753943,0.143427729538134,0.166899153492713,0.18164524531881
"1903",0.0554008269831098,0.0452393004865317,0.0835640256562943,0.123208034340246,0.145839302757246,0.168614856450005,0.18021687347887
"1904",0.0579172823836594,0.0489900602706686,0.0873278564844406,0.12451923126989,0.14498636233765,0.163910025581664,0.176561370478861
"1905",0.0566813354895357,0.0460149687070132,0.084474150685908,0.124968473863694,0.149422233565866,0.171824686555011,0.190468477067326
"1906",0.0473157510831377,0.03096454182786,0.0696072080015097,0.116417506025202,0.14555028328374,0.174166820216747,0.200094665209861
"1907",0.0520462089980529,0.0388256238085496,0.076508586412935,0.118403842634427,0.147693861030901,0.174760918440926,0.195158608192654
"1908",0.0460902218278909,0.0311836309286948,0.0679780238567317,0.115896690344206,0.143889225331468,0.176971505221044,0.19585768279095
"1909",0.0441056446722229,0.0249021035329944,0.0640672377830194,0.119247759513585,0.152125478098719,0.184751340740845,0.211754953121996
"1910",0.0532290182725539,0.0400542249568255,0.0778647493915859,0.120225342665364,0.145191596264091,0.171624848252613,0.193747448504725
"1911",0.0568694663617398,0.0472754344773136,0.0853326169781965,0.127634222519477,0.146741819573036,0.168729670616161,0.18148728112664
"2011",0.0628431540102585,0.0544446209160205,0.0960464090037719,0.131770195339373,0.150991107008481,0.168618779870522,0.185292719782282
"2012",0.0540722262097809,0.0405989696775945,0.0798542514891928,0.126178615349965,0.15274641675991,0.182060124548189,0.198185203732138
"2013",0.0544222732390673,0.0417912219535258,0.0813606741140037,0.123395176193588,0.147714350468039,0.173214169576143,0.193286815142031
"2014",0.0527116630638286,0.038732082964581,0.079592214328548,0.124917423868905,0.157086084391749,0.182545985960503,0.199771293391859
"2015",0.0484734179521626,0.0328370687302251,0.0717293979036165,0.118471995746287,0.147144312580164,0.176485173707449,0.200509309066061
"2101",0.0582153057910162,0.0527953854002103,0.084985572863528,0.12039762220885,0.141742624888182,0.154207125996762,0.168748744300835
"2102",0.0770089186463737,0.0791338255988394,0.116717661921009,0.140488147018784,0.147918279396951,0.150940748748712,0.154120153947418
"2103",0.0344390270281044,0.0237003494408792,0.0497732583047471,0.0878643924461387,0.1069864045396,0.119859096709949,0.134580729288395
"2104",0.0476820205770916,0.022192124642344,0.0695451818624646,0.137749074655015,0.176338956826578,0.209009391915129,0.237230972701724
"2105",0.0576479944815548,0.0478205925360242,0.0845176542152626,0.130377308641687,0.159395072518849,0.173838485604417,0.19099011575236
"2106",0.0606569968856984,0.047284116156406,0.0884433623452219,0.137425876091916,0.167219024819796,0.187536811806127,0.206479179219851
"2107",0.0916570627029111,0.0978707572860088,0.138661504649022,0.160284336423356,0.165716244215806,0.16642751783015,0.166740241547097
"2108",0.054773260913265,0.0499508769952088,0.0803797514879269,0.112307318740425,0.129473417352345,0.141829761135624,0.149678161351939
"2221",0.0481497062043554,0.0218206549455615,0.0692075983622333,0.132155979061163,0.19139577522635,0.230209536356577,0.258748836700904
"2222",0.0482613844760717,0.0203442621505008,0.0683124380809499,0.139591905215604,0.195405094695239,0.247229781416759,0.265216638251551
"2223",0.0587707401414098,0.0268407438005714,0.0875293334600133,0.162494899785204,0.231628754924576,0.281268566802548,0.313066653167239
"2224",0.050444061662754,0.0242346742867592,0.0744783144091374,0.139303698104495,0.184696722876243,0.234311613381244,0.269762826319283
"2225",0.0641378897500566,0.049722567355344,0.0955252746034996,0.142134242446454,0.174288969673301,0.203911138574839,0.225847239388013
"2226",0.0487866722056947,0.0231897534896327,0.0714517124624997,0.13272767441631,0.190234282509463,0.236131446312137,0.270793331994009
"2227",0.0488875737879414,0.0237340135641511,0.0713288757124486,0.128094453670801,0.188425075105926,0.228966573342355,0.265439208962283
"2228",0.0499448088172974,0.0244052758168938,0.0713110749307431,0.131593428426127,0.193579472704661,0.226456381100227,0.266593407365577
"2229",0.0537365172669671,0.0342324647570621,0.0779048908320114,0.134380366301167,0.175144076477997,0.217692462290665,0.240769370550209
"2230",0.0473577059792502,0.0209709376188061,0.0682177443950591,0.130971173312302,0.182360600968891,0.239337403902172,0.262043155300613
"2301",0.0519185245479512,0.0491866193448371,0.0774610601289085,0.102833494857481,0.114962909965878,0.127922606642061,0.135526307569174
"2302",0.0342677728933671,0.01758356226913,0.0480002647005116,0.0945782698112644,0.125319780590806,0.155478563689026,0.176687061278608
"2303",0.041790488218472,0.0344491959944634,0.0633089371855071,0.0902999281096037,0.108194877524655,0.126960826869787,0.139145417028082
"2304",0.0737884997490963,0.0823625243978525,0.110728374634131,0.119363683299196,0.120612038285397,0.120969930091196,0.121047351641889
