"","BEZNAME","BEZNR","time","mean_value"
"640","Wahlkreis Willisau",315,"2026-06-21",23.5671882629395
"641","Wahlkreis Luzern-Land",312,"2026-06-17",21.0945281982422
"642","Wahlkreis Luzern-Land",312,"2026-06-18",23.2977180480957
"643","Wahlkreis Luzern-Land",312,"2026-06-19",24.8322944641113
"644","Wahlkreis Luzern-Land",312,"2026-06-20",23.565845489502
"645","Wahlkreis Luzern-Land",312,"2026-06-21",25.0934524536133
"646","Wahlkreis Hochdorf",313,"2026-06-17",21.1825733184814
"647","Wahlkreis Hochdorf",313,"2026-06-18",23.3773212432861
"648","Wahlkreis Hochdorf",313,"2026-06-19",25.305606842041
"649","Wahlkreis Hochdorf",313,"2026-06-20",23.5296802520752
"650","Wahlkreis Hochdorf",313,"2026-06-21",25.3903179168701
"651","Wahlkreis Luzern-Stadt",311,"2026-06-17",21.2503890991211
"652","Wahlkreis Luzern-Stadt",311,"2026-06-18",23.5334072113037
"653","Wahlkreis Luzern-Stadt",311,"2026-06-19",25.0340270996094
"654","Wahlkreis Luzern-Stadt",311,"2026-06-20",23.5947132110596
"655","Wahlkreis Luzern-Stadt",311,"2026-06-21",25.0603122711182
"656","Region Moesa",1847,"2026-06-17",15.4535284042358
"657","Region Moesa",1847,"2026-06-18",17.3597717285156
"658","Region Moesa",1847,"2026-06-19",19.075553894043
"659","Region Moesa",1847,"2026-06-20",18.3808193206787
"660","Region Moesa",1847,"2026-06-21",18.3075656890869
"661","Region Albula",1841,"2026-06-17",11.4768438339233
"662","Region Albula",1841,"2026-06-18",13.6325197219849
"663","Region Albula",1841,"2026-06-19",15.8448877334595
"664","Region Albula",1841,"2026-06-20",15.0953435897827
"665","Region Albula",1841,"2026-06-21",15.4413738250732
"666","Region Bernina",1842,"2026-06-17",12.0211486816406
"667","Region Bernina",1842,"2026-06-18",14.1889810562134
"668","Region Bernina",1842,"2026-06-19",15.6103811264038
"669","Region Bernina",1842,"2026-06-20",15.0282382965088
"670","Region Bernina",1842,"2026-06-21",14.8429698944092
"671","Region Surselva",1850,"2026-06-17",13.0946102142334
"672","Region Surselva",1850,"2026-06-18",15.3285751342773
"673","Region Surselva",1850,"2026-06-19",16.8918647766113
"674","Region Surselva",1850,"2026-06-20",16.4134502410889
"675","Region Surselva",1850,"2026-06-21",16.4570579528809
"676","Region Viamala",1851,"2026-06-17",15.4576005935669
"677","Region Viamala",1851,"2026-06-18",17.6456127166748
"678","Region Viamala",1851,"2026-06-19",19.4395713806152
"679","Region Viamala",1851,"2026-06-20",18.7109642028809
"680","Region Viamala",1851,"2026-06-21",18.9562206268311
"681","Region Imboden",1844,"2026-06-17",15.945611000061
"682","Region Imboden",1844,"2026-06-18",18.2156238555908
"683","Region Imboden",1844,"2026-06-19",20.1456470489502
"684","Region Imboden",1844,"2026-06-20",19.3195648193359
"685","Region Imboden",1844,"2026-06-21",19.516263961792
"686","Region Engiadina Bassa / Val Müstair",1843,"2026-06-17",9.19927787780762
"687","Region Engiadina Bassa / Val Müstair",1843,"2026-06-18",11.3879690170288
"688","Region Engiadina Bassa / Val Müstair",1843,"2026-06-19",13.8666038513184
"689","Region Engiadina Bassa / Val Müstair",1843,"2026-06-20",13.4434661865234
"690","Region Engiadina Bassa / Val Müstair",1843,"2026-06-21",12.9642906188965
"691","Region Maloja",1846,"2026-06-17",8.56901359558105
"692","Region Maloja",1846,"2026-06-18",10.6954221725464
"693","Region Maloja",1846,"2026-06-19",12.9330749511719
"694","Region Maloja",1846,"2026-06-20",12.3022680282593
"695","Region Maloja",1846,"2026-06-21",12.0825729370117
"696","Region Prättigau / Davos",1849,"2026-06-17",11.6778745651245
"697","Region Prättigau / Davos",1849,"2026-06-18",13.9263315200806
"698","Region Prättigau / Davos",1849,"2026-06-19",16.2897167205811
"699","Region Prättigau / Davos",1849,"2026-06-20",15.6655435562134
"700","Region Prättigau / Davos",1849,"2026-06-21",15.8904628753662
"701","Region Landquart",1845,"2026-06-17",17.9925537109375
"702","Region Landquart",1845,"2026-06-18",20.516637802124
"703","Region Landquart",1845,"2026-06-19",22.5139026641846
"704","Region Landquart",1845,"2026-06-20",22.3342475891113
"705","Region Landquart",1845,"2026-06-21",22.7350826263428
"706","Region Plessur",1848,"2026-06-17",16.9938106536865
"707","Region Plessur",1848,"2026-06-18",19.3698825836182
"708","Region Plessur",1848,"2026-06-19",21.4846534729004
"709","Region Plessur",1848,"2026-06-20",21.3573589324951
"710","Region Plessur",1848,"2026-06-21",21.4943962097168
"711","Canton de Neuchâtel",2400,"2026-06-17",19.6467800140381
"712","Canton de Neuchâtel",2400,"2026-06-18",21.8299160003662
"713","Canton de Neuchâtel",2400,"2026-06-19",23.5790214538574
"714","Canton de Neuchâtel",2400,"2026-06-20",21.2042961120605
"715","Canton de Neuchâtel",2400,"2026-06-21",23.5532207489014
"716","District de Moutier",2604,"2026-06-17",19.6001815795898
"717","District de Moutier",2604,"2026-06-18",21.7884254455566
"718","District de Moutier",2604,"2026-06-19",23.1499977111816
"719","District de Moutier",2604,"2026-06-20",22.4552764892578
"720","District de Moutier",2604,"2026-06-21",23.9971122741699
